PLAYER_ID,GP,all_3pa,PLAYER_NAME,deep_3pa,deep_3pm,season,season_type,league_rate,expected_makes
82,61,2,Bill Wennington,0,0,1996-97,Regular Season,,
183,9,0,Bison Dele,0,0,1996-97,Regular Season,,
23,55,19,Dennis Rodman,0,0,1996-97,Regular Season,,
54,48,4,Dickey Simpkins,0,0,1996-97,Regular Season,,
679,75,1,Jason Caffey,1,0,1996-97,Regular Season,,
146,76,54,Jud Buechler,2,0,1996-97,Regular Season,,
26,59,2,Luc Longley,1,0,1996-97,Regular Season,,
1099,2,2,Matt Steigenga,0,0,1996-97,Regular Season,,
893,82,297,Michael Jordan,8,0,1996-97,Regular Season,,
753,72,22,Randy Brown,2,0,1996-97,Regular Season,,
305,43,0,Robert Parish,0,0,1996-97,Regular Season,,
166,76,188,Ron Harper,2,1,1996-97,Regular Season,,
937,82,424,Scottie Pippen,8,1,1996-97,Regular Season,,
70,82,237,Steve Kerr,3,2,1996-97,Regular Season,,
389,57,151,Toni Kukoc,1,0,1996-97,Regular Season,,
82,48,0,Bill Wennington,0,0,1997-98,Regular Season,,
710,3,0,David Vaughn,0,0,1997-98,Regular Season,,
23,80,23,Dennis Rodman,1,1,1997-98,Regular Season,,
54,21,1,Dickey Simpkins,0,0,1997-98,Regular Season,,
679,51,1,Jason Caffey,0,0,1997-98,Regular Season,,
170,46,0,Joe Kleine,0,0,1997-98,Regular Season,,
146,74,65,Jud Buechler,4,1,1997-98,Regular Season,,
1522,6,1,Keith Booth,0,0,1997-98,Regular Season,,
26,58,0,Luc Longley,0,0,1997-98,Regular Season,,
893,82,126,Michael Jordan,6,0,1997-98,Regular Season,,
753,71,5,Randy Brown,1,0,1997-98,Regular Season,,
166,82,84,Ron Harper,6,4,1997-98,Regular Season,,
1601,14,16,Rusty LaRue,1,1,1997-98,Regular Season,,
197,80,144,Scott Burrell,5,1,1997-98,Regular Season,,
937,44,192,Scottie Pippen,10,0,1997-98,Regular Season,,
70,50,130,Steve Kerr,9,0,1997-98,Regular Season,,
389,74,174,Toni Kukoc,11,2,1997-98,Regular Season,,
457,21,0,Andrew Lang,0,0,1998-99,Regular Season,,
82,38,1,Bill Wennington,1,1,1998-99,Regular Season,,
699,37,172,Brent Barry,10,2,1998-99,Regular Season,,
1869,29,61,Charles R. Jones,5,4,1998-99,Regular Season,,
1736,31,14,Corey Benjamin,2,0,1998-99,Regular Season,,
1757,42,30,Cory Carr,4,1,1998-99,Regular Season,,
54,50,1,Dickey Simpkins,0,0,1998-99,Regular Season,,
1522,39,10,Keith Booth,1,0,1998-99,Regular Season,,
1600,50,1,Kornel David,1,0,1998-99,Regular Season,,
712,3,0,Mario Bennett,0,0,1998-99,Regular Season,,
95,45,1,Mark Bryant,0,0,1998-99,Regular Season,,
753,39,10,Randy Brown,0,0,1998-99,Regular Season,,
166,35,85,Ron Harper,4,0,1998-99,Regular Season,,
1601,43,89,Rusty LaRue,6,1,1998-99,Regular Season,,
389,44,136,Toni Kukoc,2,0,1998-99,Regular Season,,
769,27,29,B.J. Armstrong,0,0,1999-00,Regular Season,,
1512,73,6,Chris Anstey,0,0,1999-00,Regular Season,,
713,50,94,Chris Carr,6,0,1999-00,Regular Season,,
1736,48,89,Corey Benjamin,6,2,1999-00,Regular Season,,
2000,25,98,Dedric Willoughby,7,2,1999-00,Regular Season,,
54,69,1,Dickey Simpkins,0,0,1999-00,Regular Season,,
1882,81,2,Elton Brand,0,0,1999-00,Regular Season,,
697,31,94,Fred Hoiberg,9,2,1999-00,Regular Season,,
765,61,141,Hersey Hawkins,5,3,1999-00,Regular Season,,
317,4,10,John Starks,0,0,1999-00,Regular Season,,
234,3,3,Khalid Reeves,0,0,1999-00,Regular Season,,
1600,26,3,Kornel David,2,0,1999-00,Regular Season,,
1930,6,0,Lari Ketner,0,0,1999-00,Regular Season,,
1074,51,174,Matt Maloney,7,0,1999-00,Regular Season,,
1897,72,191,Metta World Peace,5,1,1999-00,Regular Season,,
1913,71,0,Michael Ruffin,0,0,1999-00,Regular Season,,
753,59,6,Randy Brown,3,1,1999-00,Regular Season,,
1601,4,14,Rusty LaRue,1,0,1999-00,Regular Season,,
389,24,78,Toni Kukoc,3,0,1999-00,Regular Season,,
781,67,0,Will Perdue,0,0,1999-00,Regular Season,,
2062,33,69,A.J. Guyton,3,1,2000-01,Regular Season,,
1802,57,5,Brad Miller,0,0,2000-01,Regular Season,,
1724,48,105,Bryce Drew,7,3,2000-01,Regular Season,,
1736,65,81,Corey Benjamin,7,2,2000-01,Regular Season,,
2053,35,1,Dalibor Bagaric,0,0,2000-01,Regular Season,,
1434,43,0,Dragan Tarlac,0,0,2000-01,Regular Season,,
1882,74,3,Elton Brand,0,0,2000-01,Regular Season,,
697,74,249,Fred Hoiberg,17,4,2000-01,Regular Season,,
2063,16,0,Jake Voskuhl,0,0,2000-01,Regular Season,,
2037,61,117,Jamal Crawford,7,2,2000-01,Regular Season,,
2064,50,84,Khalid El-Amin,0,0,2000-01,Regular Season,,
2033,72,39,Marcus Fizer,6,2,2000-01,Regular Season,,
1897,76,148,Metta World Peace,12,2,2000-01,Regular Season,,
1913,45,0,Michael Ruffin,0,0,2000-01,Regular Season,,
1500,61,46,Ron Mercer,4,0,2000-01,Regular Season,,
1864,12,3,Steve Goodrich,0,0,2000-01,Regular Season,,
2062,45,123,A.J. Guyton,7,0,2001-02,Regular Season,,
1802,48,4,Brad Miller,0,0,2001-02,Regular Season,,
891,57,6,Charles Oakley,0,0,2001-02,Regular Season,,
2053,50,1,Dalibor Bagaric,1,0,2001-02,Regular Season,,
1944,29,5,Eddie Robinson,2,0,2001-02,Regular Season,,
2201,72,0,Eddy Curry,0,0,2001-02,Regular Season,,
697,79,92,Fred Hoiberg,3,1,2001-02,Regular Season,,
21,36,90,Greg Anthony,3,0,2001-02,Regular Season,,
147,30,100,Jalen Rose,7,1,2001-02,Regular Season,,
2037,23,58,Jamal Crawford,6,3,2001-02,Regular Season,,
1563,52,2,Kevin Ollie,0,0,2001-02,Regular Season,,
2033,76,41,Marcus Fizer,6,0,2001-02,Regular Season,,
1897,27,91,Metta World Peace,6,1,2001-02,Regular Season,,
2369,8,8,Norman Richardson,1,1,2001-02,Regular Season,,
1500,40,57,Ron Mercer,2,1,2001-02,Regular Season,,
696,30,25,Travis Best,1,0,2001-02,Regular Season,,
2239,78,165,Trenton Hassell,10,3,2001-02,Regular Season,,
2199,71,0,Tyson Chandler,0,0,2001-02,Regular Season,,
916,50,0,Corie Blount,0,0,2002-03,Regular Season,,
2053,10,0,Dalibor Bagaric,0,0,2002-03,Regular Season,,
923,78,87,Donyell Marshall,2,0,2002-03,Regular Season,,
1944,64,14,Eddie Robinson,0,0,2002-03,Regular Season,,
2201,81,0,Eddy Curry,0,0,2002-03,Regular Season,,
697,63,21,Fred Hoiberg,0,0,2002-03,Regular Season,,
147,82,359,Jalen Rose,19,7,2002-03,Regular Season,,
2037,80,242,Jamal Crawford,22,6,2002-03,Regular Season,,
2398,75,202,Jay Williams,4,0,2002-03,Regular Season,,
2437,55,2,Lonny Baxter,2,0,2002-03,Regular Season,,
2033,38,6,Marcus Fizer,0,0,2002-03,Regular Season,,
1594,17,6,Rick Brunson,0,0,2002-03,Regular Season,,
2427,17,18,Roger Mason Jr.,3,1,2002-03,Regular Season,,
2239,82,40,Trenton Hassell,1,0,2002-03,Regular Season,,
2199,75,0,Tyson Chandler,0,0,2002-03,Regular Season,,
213,65,0,Antonio Davis,0,0,2003-04,Regular Season,0.23514696685428393,0.0
2423,19,39,Chris Jefferies,3,1,2003-04,Regular Season,0.23514696685428393,0.7054409005628518
916,46,3,Corie Blount,1,0,2003-04,Regular Season,0.23514696685428393,0.23514696685428393
923,16,27,Donyell Marshall,1,0,2003-04,Regular Season,0.23514696685428393,0.23514696685428393
1944,51,5,Eddie Robinson,2,0,2003-04,Regular Season,0.23514696685428393,0.47029393370856787
2201,73,1,Eddy Curry,0,0,2003-04,Regular Season,0.23514696685428393,0.0
147,16,54,Jalen Rose,2,0,2003-04,Regular Season,0.23514696685428393,0.47029393370856787
2037,80,521,Jamal Crawford,35,8,2003-04,Regular Season,0.23514696685428393,8.230143839899938
2457,13,53,Jannero Pargo,2,0,2003-04,Regular Season,0.23514696685428393,0.47029393370856787
966,53,7,Jerome Williams,1,0,2003-04,Regular Season,0.23514696685428393,0.23514696685428393
383,56,38,Kendall Gill,2,0,2003-04,Regular Season,0.23514696685428393,0.47029393370856787
2550,76,369,Kirk Hinrich,11,4,2003-04,Regular Season,0.23514696685428393,2.586616635397123
2669,41,33,Linton Johnson,3,0,2003-04,Regular Season,0.23514696685428393,0.7054409005628518
2437,14,1,Lonny Baxter,0,0,2003-04,Regular Season,0.23514696685428393,0.0
2033,46,17,Marcus Fizer,4,1,2003-04,Regular Season,0.23514696685428393,0.9405878674171357
2321,7,1,Paul Shirley,0,0,2003-04,Regular Season,0.23514696685428393,0.0
1594,37,23,Rick Brunson,2,1,2003-04,Regular Season,0.23514696685428393,0.47029393370856787
2427,3,6,Roger Mason Jr.,0,0,2003-04,Regular Season,0.23514696685428393,0.0
2648,47,9,Ronald Dupree,0,0,2003-04,Regular Season,0.23514696685428393,0.0
937,23,48,Scottie Pippen,3,1,2003-04,Regular Season,0.23514696685428393,0.7054409005628518
2199,35,1,Tyson Chandler,0,0,2003-04,Regular Season,0.23514696685428393,0.0
1559,69,9,Adrian Griffin,0,0,2004-05,Regular Season,0.23768272874932322,0.0
2804,81,97,Andres Nocioni,8,0,2004-05,Regular Season,0.23768272874932322,1.9014618299945858
213,72,0,Antonio Davis,0,0,2004-05,Regular Season,0.23768272874932322,0.0
2732,82,331,Ben Gordon,23,3,2004-05,Regular Season,0.23768272874932322,5.466702761234434
2768,82,265,Chris Duhon,24,4,2004-05,Regular Season,0.23768272874932322,5.704385489983757
2201,63,0,Eddy Curry,0,0,2004-05,Regular Season,0.23768272874932322,0.0
15,68,134,Eric Piatkowski,4,1,2004-05,Regular Season,0.23768272874932322,0.9507309149972929
2421,9,4,Frank Williams,0,0,2004-05,Regular Season,0.23768272874932322,0.0
2457,32,66,Jannero Pargo,1,0,2004-05,Regular Season,0.23768272874932322,0.23768272874932322
2876,19,0,Jared Reiner,0,0,2004-05,Regular Season,0.23768272874932322,0.0
2550,77,408,Kirk Hinrich,28,8,2004-05,Regular Season,0.23768272874932322,6.65511640498105
1444,2,0,Lawrence Funderburke,0,0,2004-05,Regular Season,0.23768272874932322,0.0
2736,61,117,Luol Deng,6,0,2004-05,Regular Season,0.23768272874932322,1.4260963724959392
970,70,0,Othella Harrington,0,0,2004-05,Regular Season,0.23768272874932322,0.0
2199,80,2,Tyson Chandler,2,0,2004-05,Regular Season,0.23768272874932322,0.47536545749864645
2804,82,238,Andres Nocioni,23,9,2005-06,Regular Season,0.27433182047402926,6.309631870902673
2732,80,382,Ben Gordon,25,9,2005-06,Regular Season,0.27433182047402926,6.858295511850732
2768,74,278,Chris Duhon,23,8,2005-06,Regular Season,0.27433182047402926,6.309631870902673
2443,62,5,Darius Songaila,1,0,2005-06,Regular Season,0.27433182047402926,0.27433182047402926
101188,19,7,Eddie Basden,0,0,2005-06,Regular Season,0.27433182047402926,0.0
15,29,33,Eric Piatkowski,1,0,2005-06,Regular Season,0.27433182047402926,0.27433182047402926
2839,7,0,James Thomas,0,0,2005-06,Regular Season,0.27433182047402926,0.0
2457,57,103,Jannero Pargo,9,2,2005-06,Regular Season,0.27433182047402926,2.4689863842662634
2550,81,341,Kirk Hinrich,17,7,2005-06,Regular Season,0.27433182047402926,4.6636409480584975
101195,20,0,Luke Schenscher,0,0,2005-06,Regular Season,0.27433182047402926,0.0
2736,78,78,Luol Deng,3,0,2005-06,Regular Season,0.27433182047402926,0.8229954614220878
2124,54,1,Malik Allen,0,0,2005-06,Regular Season,0.27433182047402926,0.0
2552,66,0,Michael Sweetney,0,0,2005-06,Regular Season,0.27433182047402926,0.0
970,72,0,Othella Harrington,0,0,2005-06,Regular Season,0.27433182047402926,0.0
2450,4,0,Randy Holcomb,0,0,2005-06,Regular Season,0.27433182047402926,0.0
988,5,0,Randy Livingston,0,0,2005-06,Regular Season,0.27433182047402926,0.0
101211,3,4,Stephen Graham,0,0,2005-06,Regular Season,0.27433182047402926,0.0
1501,3,6,Tim Thomas,0,0,2005-06,Regular Season,0.27433182047402926,0.0
2199,79,1,Tyson Chandler,0,0,2005-06,Regular Season,0.27433182047402926,0.0
1559,54,6,Adrian Griffin,1,0,2006-07,Regular Season,0.25480153649167736,0.25480153649167736
2857,6,0,Andre Barrett,0,0,2006-07,Regular Season,0.25480153649167736,0.0
2804,53,209,Andres Nocioni,7,1,2006-07,Regular Season,0.25480153649167736,1.7836107554417415
2732,82,375,Ben Gordon,16,5,2006-07,Regular Season,0.25480153649167736,4.076824583866838
1112,77,5,Ben Wallace,0,0,2006-07,Regular Season,0.25480153649167736,0.0
2768,78,245,Chris Duhon,15,3,2006-07,Regular Season,0.25480153649167736,3.8220230473751604
2550,80,337,Kirk Hinrich,15,6,2006-07,Regular Season,0.25480153649167736,3.8220230473751604
2736,82,7,Luol Deng,1,0,2006-07,Regular Season,0.25480153649167736,0.25480153649167736
2124,60,1,Malik Allen,0,0,2006-07,Regular Season,0.25480153649167736,0.0
2552,48,0,Michael Sweetney,0,0,2006-07,Regular Season,0.25480153649167736,0.0
136,72,2,P.J. Brown,0,0,2006-07,Regular Season,0.25480153649167736,0.0
200757,71,42,Thabo Sefolosha,2,0,2006-07,Regular Season,0.25480153649167736,0.5096030729833547
200748,72,2,Tyrus Thomas,0,0,2006-07,Regular Season,0.25480153649167736,0.0
2751,33,6,Viktor Khryapa,0,0,2006-07,Regular Season,0.25480153649167736,0.0
201189,61,1,Aaron Gray,0,0,2007-08,Regular Season,0.2727954971857411,0.0
1559,22,0,Adrian Griffin,0,0,2007-08,Regular Season,0.2727954971857411,0.0
2804,82,346,Andres Nocioni,12,4,2007-08,Regular Season,0.2727954971857411,3.273545966228893
2732,72,346,Ben Gordon,15,3,2007-08,Regular Season,0.2727954971857411,4.0919324577861165
1112,50,4,Ben Wallace,0,0,2007-08,Regular Season,0.2727954971857411,0.0
200759,7,0,Cedric Simmons,0,0,2007-08,Regular Season,0.2727954971857411,0.0
2768,66,155,Chris Duhon,13,5,2007-08,Regular Season,0.2727954971857411,3.546341463414634
201193,11,10,Demetris Nichols,0,0,2007-08,Regular Season,0.2727954971857411,0.0
2400,18,3,Drew Gooden,1,0,2007-08,Regular Season,0.2727954971857411,0.2727954971857411
201149,74,1,Joakim Noah,0,0,2007-08,Regular Season,0.2727954971857411,0.0
693,50,1,Joe Smith,0,0,2007-08,Regular Season,0.2727954971857411,0.0
2550,75,240,Kirk Hinrich,13,3,2007-08,Regular Season,0.2727954971857411,3.546341463414634
1716,28,68,Larry Hughes,1,0,2007-08,Regular Season,0.2727954971857411,0.2727954971857411
2736,63,22,Luol Deng,2,0,2007-08,Regular Season,0.2727954971857411,0.5455909943714822
200769,6,1,Shannon Brown,0,0,2007-08,Regular Season,0.2727954971857411,0.0
200757,69,88,Thabo Sefolosha,0,0,2007-08,Regular Season,0.2727954971857411,0.0
201242,4,12,Thomas Gardner,2,0,2007-08,Regular Season,0.2727954971857411,0.5455909943714822
200748,74,6,Tyrus Thomas,0,0,2007-08,Regular Season,0.2727954971857411,0.0
2751,9,1,Viktor Khryapa,0,0,2007-08,Regular Season,0.2727954971857411,0.0
201189,56,1,Aaron Gray,0,0,2008-09,Regular Season,0.2885970531710442,0.0
2804,53,209,Andres Nocioni,5,0,2008-09,Regular Season,0.2885970531710442,1.4429852658552211
101194,6,10,Anthony Roberson,1,1,2008-09,Regular Season,0.2885970531710442,0.2885970531710442
2732,82,422,Ben Gordon,25,7,2008-09,Regular Season,0.2885970531710442,7.214926329276105
1802,27,13,Brad Miller,2,0,2008-09,Regular Season,0.2885970531710442,0.5771941063420885
200759,11,0,Cedric Simmons,0,0,2008-09,Regular Season,0.2885970531710442,0.0
201193,2,1,Demetris Nichols,0,0,2008-09,Regular Season,0.2885970531710442,0.0
201565,81,72,Derrick Rose,5,0,2008-09,Regular Season,0.2885970531710442,1.4429852658552211
2400,31,3,Drew Gooden,0,0,2008-09,Regular Season,0.2885970531710442,0.0
201149,80,1,Joakim Noah,0,0,2008-09,Regular Season,0.2885970531710442,0.0
2422,26,118,John Salmons,0,0,2008-09,Regular Season,0.2885970531710442,0.0
2550,51,169,Kirk Hinrich,4,2,2008-09,Regular Season,0.2885970531710442,1.154388212684177
1716,30,102,Larry Hughes,6,4,2008-09,Regular Season,0.2885970531710442,1.7315823190262654
283,28,48,Lindsey Hunter,1,0,2008-09,Regular Season,0.2885970531710442,0.2885970531710442
2669,8,2,Linton Johnson,0,0,2008-09,Regular Season,0.2885970531710442,0.0
2736,49,20,Luol Deng,1,0,2008-09,Regular Season,0.2885970531710442,0.2885970531710442
200757,43,50,Thabo Sefolosha,4,1,2008-09,Regular Season,0.2885970531710442,1.154388212684177
1501,18,43,Tim Thomas,2,1,2008-09,Regular Season,0.2885970531710442,0.5771941063420885
200748,79,9,Tyrus Thomas,0,0,2008-09,Regular Season,0.2885970531710442,0.0
201189,8,0,Aaron Gray,0,0,2009-10,Regular Season,0.26179729175215427,0.0
201151,12,12,Acie Law,0,0,2009-10,Regular Season,0.26179729175215427,0.0
1802,82,132,Brad Miller,3,0,2009-10,Regular Season,0.26179729175215427,0.7853918752564628
201181,18,0,Chris Richard,0,0,2009-10,Regular Season,0.26179729175215427,0.0
201565,78,60,Derrick Rose,2,1,2009-10,Regular Season,0.26179729175215427,0.5235945835043085
2484,11,17,Devin Brown,2,0,2009-10,Regular Season,0.26179729175215427,0.5235945835043085
2436,29,90,Flip Murray,2,0,2009-10,Regular Season,0.26179729175215427,0.5235945835043085
101124,28,1,Hakim Warrick,0,0,2009-10,Regular Season,0.26179729175215427,0.0
201949,65,46,James Johnson,2,0,2009-10,Regular Season,0.26179729175215427,0.5235945835043085
2457,63,138,Jannero Pargo,5,0,2009-10,Regular Season,0.26179729175215427,1.3089864587607714
201149,64,0,Joakim Noah,0,0,2009-10,Regular Season,0.26179729175215427,0.0
201570,8,1,Joe Alexander,0,0,2009-10,Regular Season,0.26179729175215427,0.0
2422,51,192,John Salmons,6,0,2009-10,Regular Season,0.26179729175215427,1.5707837505129256
2550,74,280,Kirk Hinrich,4,0,2009-10,Regular Season,0.26179729175215427,1.047189167008617
283,13,13,Lindsey Hunter,0,0,2009-10,Regular Season,0.26179729175215427,0.0
2736,70,83,Luol Deng,1,0,2009-10,Regular Season,0.26179729175215427,0.26179729175215427
201959,82,0,Taj Gibson,0,0,2009-10,Regular Season,0.26179729175215427,0.0
200748,29,1,Tyrus Thomas,1,0,2009-10,Regular Season,0.26179729175215427,0.26179729175215427
2243,18,5,Brian Scalabrine,0,0,2010-11,Regular Season,0.24687933425797504,0.0
201228,82,112,C.J. Watson,2,0,2010-11,Regular Season,0.24687933425797504,0.49375866851595007
2430,59,0,Carlos Boozer,0,0,2010-11,Regular Season,0.24687933425797504,0.0
201565,81,385,Derrick Rose,15,3,2010-11,Regular Season,0.24687933425797504,3.7031900138696257
201949,13,9,James Johnson,1,0,2010-11,Regular Season,0.24687933425797504,0.24687933425797504
201149,48,1,Joakim Noah,1,0,2010-11,Regular Season,0.24687933425797504,0.24687933425797504
101249,2,1,John Lucas III,0,0,2010-11,Regular Season,0.24687933425797504,0.0
2586,82,237,Keith Bogans,3,1,2010-11,Regular Season,0.24687933425797504,0.7406380027739251
703,52,1,Kurt Thomas,0,0,2010-11,Regular Season,0.24687933425797504,0.0
2594,82,289,Kyle Korver,10,5,2010-11,Regular Season,0.24687933425797504,2.46879334257975
2736,82,333,Luol Deng,3,2,2010-11,Regular Season,0.24687933425797504,0.7406380027739251
201600,82,0,Omer Asik,0,0,2010-11,Regular Season,0.24687933425797504,0.0
2446,6,7,Rasual Butler,0,0,2010-11,Regular Season,0.24687933425797504,0.0
200758,81,27,Ronnie Brewer,2,0,2010-11,Regular Season,0.24687933425797504,0.49375866851595007
201959,80,8,Taj Gibson,1,0,2010-11,Regular Season,0.24687933425797504,0.24687933425797504
2243,28,7,Brian Scalabrine,0,0,2011-12,Regular Season,0.25293542074363995,0.0
201228,49,173,C.J. Watson,8,4,2011-12,Regular Season,0.25293542074363995,2.0234833659491196
2430,66,1,Carlos Boozer,0,0,2011-12,Regular Season,0.25293542074363995,0.0
201565,39,173,Derrick Rose,16,2,2011-12,Regular Season,0.25293542074363995,4.046966731898239
202710,42,11,Jimmy Butler III,0,0,2011-12,Regular Season,0.25293542074363995,0.0
201149,64,1,Joakim Noah,1,0,2011-12,Regular Season,0.25293542074363995,0.25293542074363995
101249,49,140,John Lucas III,8,2,2011-12,Regular Season,0.25293542074363995,2.0234833659491196
2594,65,271,Kyle Korver,6,3,2011-12,Regular Season,0.25293542074363995,1.5176125244618397
2736,54,215,Luol Deng,4,1,2011-12,Regular Season,0.25293542074363995,1.0117416829745598
2229,11,10,Mike James,0,0,2011-12,Regular Season,0.25293542074363995,0.0
201600,66,0,Omer Asik,0,0,2011-12,Regular Season,0.25293542074363995,0.0
1888,28,46,Richard Hamilton,2,1,2011-12,Regular Season,0.25293542074363995,0.5058708414872799
200758,66,69,Ronnie Brewer,4,0,2011-12,Regular Season,0.25293542074363995,1.0117416829745598
201959,63,0,Taj Gibson,0,0,2011-12,Regular Season,0.25293542074363995,0.0
2430,79,2,Carlos Boozer,0,0,2012-13,Regular Season,0.2773813217499224,0.0
201161,33,61,Daequan Cook,5,0,2012-13,Regular Season,0.2773813217499224,1.386906608749612
202710,82,105,Jimmy Butler III,1,0,2012-13,Regular Season,0.2773813217499224,0.2773813217499224
201149,66,5,Joakim Noah,1,0,2012-13,Regular Season,0.2773813217499224,0.2773813217499224
2550,60,182,Kirk Hinrich,6,2,2012-13,Regular Season,0.2773813217499224,1.6642879304995346
200811,1,0,Lou Amundson,0,0,2012-13,Regular Season,0.2773813217499224,0.0
2736,75,233,Luol Deng,7,0,2012-13,Regular Season,0.2773813217499224,1.941669252249457
202952,7,0,Malcolm Thomas,0,0,2012-13,Regular Season,0.2773813217499224,0.0
201158,73,221,Marco Belinelli,23,9,2012-13,Regular Season,0.2773813217499224,6.379770400248216
203104,48,23,Marquis Teague,0,0,2012-13,Regular Season,0.2773813217499224,0.0
101126,82,348,Nate Robinson,30,6,2012-13,Regular Season,0.2773813217499224,8.321439652497672
1737,63,2,Nazr Mohammed,1,0,2012-13,Regular Season,0.2773813217499224,0.2773813217499224
