season,season_type,GAME_ID,PLAYER_ID,PLAYER_NAME,GAME_DATE,MATCHUP,WL,PTS,FGM,FGA,FG3M,FG3A,FTM,FTA,MIN,h1_PTS,h1_FGM,h1_FGA,h1_FG3M,h1_FG3A,h1_FTM,h1_FTA,h1_MIN,h1_played,h2_PTS,h2_FGM,h2_FGA,h2_FG3M,h2_FG3A,h2_FTM,h2_FTA,h2_MIN,h2_played,ot_PTS,ot_FGM,ot_FGA,ot_FG3M,ot_FG3A,ot_FTM,ot_FTA,ot_MIN,ot_played,q1_PTS,q1_FGM,q1_FGA,q1_FG3M,q1_FG3A,q1_FTM,q1_FTA,q1_MIN,q1_played,q2_PTS,q2_FGM,q2_FGA,q2_FG3M,q2_FG3A,q2_FTM,q2_FTA,q2_MIN,q2_played,q3_PTS,q3_FGM,q3_FGA,q3_FG3M,q3_FG3A,q3_FTM,q3_FTA,q3_MIN,q3_played,q4_PTS,q4_FGM,q4_FGA,q4_FG3M,q4_FG3A,q4_FTM,q4_FTA,q4_MIN,q4_played
2011-12,Regular Season,0021100973,201565,Derrick Rose,2012-04-25T00:00:00,CHI @ IND,W,10,3,11,0,2,4,4,26.5,4.0,2.0,7.0,0.0,1.0,0.0,0.0,13.266666666666667,True,6.0,1.0,4.0,0.0,1.0,4.0,4.0,13.233333333333333,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,4.0,0.0,1.0,0.0,0.0,8.4,True,2.0,1.0,3.0,0.0,0.0,0.0,0.0,4.866666666666666,True,2.0,0.0,3.0,0.0,1.0,2.0,2.0,8.316666666666666,True,4.0,1.0,1.0,0.0,0.0,2.0,2.0,4.916666666666667,True
2011-12,Regular Season,0021100973,2594,Kyle Korver,2012-04-25T00:00:00,CHI @ IND,W,20,8,13,4,6,0,0,21.8,9.0,4.0,6.0,1.0,1.0,0.0,0.0,8.4,True,11.0,4.0,7.0,3.0,5.0,0.0,0.0,13.4,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,9.0,4.0,6.0,1.0,1.0,0.0,0.0,8.4,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,True,11.0,4.0,7.0,3.0,5.0,0.0,0.0,12.0,True
2011-12,Regular Season,0021100973,2736,Luol Deng,2012-04-25T00:00:00,CHI @ IND,W,9,4,11,1,5,0,0,33.55,5.0,2.0,5.0,1.0,3.0,0.0,0.0,15.6,True,4.0,2.0,6.0,0.0,2.0,0.0,0.0,17.95,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.0,2.0,5.0,1.0,3.0,0.0,0.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6,True,4.0,2.0,5.0,0.0,1.0,0.0,0.0,12.0,True,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.95,True
2011-12,Regular Season,0021100973,201959,Taj Gibson,2012-04-25T00:00:00,CHI @ IND,W,10,4,8,0,0,2,2,24.883333333333333,4.0,2.0,4.0,0.0,0.0,0.0,0.0,10.733333333333333,True,6.0,2.0,4.0,0.0,0.0,2.0,2.0,14.15,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.6,True,2.0,1.0,3.0,0.0,0.0,0.0,0.0,7.133333333333334,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.15,True,6.0,2.0,3.0,0.0,0.0,2.0,2.0,12.0,True
2011-12,Regular Season,0021100973,201228,C.J. Watson,2012-04-25T00:00:00,CHI @ IND,W,5,2,6,1,2,0,0,21.5,5.0,2.0,3.0,1.0,1.0,0.0,0.0,10.733333333333333,True,0.0,0.0,3.0,0.0,1.0,0.0,0.0,10.766666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.0,1.0,1.0,1.0,1.0,0.0,0.0,3.6,True,2.0,1.0,2.0,0.0,0.0,0.0,0.0,7.133333333333334,True,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.683333333333333,True,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.083333333333333,True
2011-12,Regular Season,0021100973,200758,Ronnie Brewer,2012-04-25T00:00:00,CHI @ IND,W,4,2,4,0,0,0,0,14.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.15,True,4.0,2.0,3.0,0.0,0.0,0.0,0.0,6.05,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.15,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,4.0,2.0,3.0,0.0,0.0,0.0,0.0,6.05,True
2011-12,Regular Season,0021100973,1888,Richard Hamilton,2012-04-25T00:00:00,CHI @ IND,W,4,2,10,0,2,0,0,26.45,2.0,1.0,5.0,0.0,1.0,0.0,0.0,15.85,True,2.0,1.0,5.0,0.0,1.0,0.0,0.0,10.6,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,4.0,0.0,1.0,0.0,0.0,12.0,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.85,True,2.0,1.0,5.0,0.0,1.0,0.0,0.0,10.6,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2011-12,Regular Season,0021100973,201600,Omer Asik,2012-04-25T00:00:00,CHI @ IND,W,0,0,0,0,0,0,0,13.821666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.005,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.816666666666666,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8716666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.133333333333334,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0666666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75,True
2011-12,Regular Season,0021100946,201149,Joakim Noah,2012-04-21T00:00:00,CHI vs. DAL,W,8,2,7,0,0,4,8,39.135,2.0,0.0,3.0,0.0,0.0,2.0,4.0,15.135,True,6.0,2.0,4.0,0.0,0.0,2.0,4.0,24.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,3.0,0.0,0.0,1.0,2.0,11.251666666666667,True,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.8833333333333333,True,2.0,1.0,3.0,0.0,0.0,0.0,0.0,12.0,True,4.0,1.0,1.0,0.0,0.0,2.0,4.0,12.0,True
2011-12,Regular Season,0021100946,2736,Luol Deng,2012-04-21T00:00:00,CHI vs. DAL,W,22,8,15,4,7,2,2,43.11666666666667,6.0,2.0,5.0,2.0,3.0,0.0,0.0,22.433333333333334,True,16.0,6.0,10.0,2.0,4.0,2.0,2.0,20.683333333333334,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,True,6.0,2.0,4.0,2.0,3.0,0.0,0.0,10.433333333333334,True,7.0,2.0,4.0,1.0,2.0,2.0,2.0,12.0,True,9.0,4.0,6.0,1.0,2.0,0.0,0.0,8.683333333333334,True
2011-12,Regular Season,0021100946,2430,Carlos Boozer,2012-04-21T00:00:00,CHI vs. DAL,W,12,6,11,0,0,0,0,28.251666666666665,10.0,5.0,8.0,0.0,0.0,0.0,0.0,19.085,True,2.0,1.0,3.0,0.0,0.0,0.0,0.0,9.166666666666666,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,8.0,4.0,5.0,0.0,0.0,0.0,0.0,11.251666666666667,True,2.0,1.0,3.0,0.0,0.0,0.0,0.0,7.833333333333333,True,2.0,1.0,3.0,0.0,0.0,0.0,0.0,9.166666666666666,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2011-12,Regular Season,0021100946,1888,Richard Hamilton,2012-04-21T00:00:00,CHI vs. DAL,W,19,9,16,1,2,0,0,27.766666666666666,10.0,5.0,8.0,0.0,1.0,0.0,0.0,14.383333333333333,True,9.0,4.0,8.0,1.0,1.0,0.0,0.0,13.383333333333333,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,10.0,5.0,7.0,0.0,1.0,0.0,0.0,12.0,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.3833333333333333,True,9.0,4.0,7.0,1.0,1.0,0.0,0.0,12.0,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.3833333333333333,True
2011-12,Regular Season,0021100946,201565,Derrick Rose,2012-04-21T00:00:00,CHI vs. DAL,W,11,5,9,1,3,0,0,31.666666666666668,9.0,4.0,7.0,1.0,2.0,0.0,0.0,16.583333333333332,True,2.0,1.0,2.0,0.0,1.0,0.0,0.0,15.083333333333334,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,3.0,0.0,1.0,0.0,0.0,9.05,True,7.0,3.0,4.0,1.0,1.0,0.0,0.0,7.533333333333333,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.066666666666666,True,2.0,1.0,2.0,0.0,1.0,0.0,0.0,7.016666666666667,True
2011-12,Regular Season,0021100946,201228,C.J. Watson,2012-04-21T00:00:00,CHI vs. DAL,W,4,2,8,0,3,0,0,19.65,0.0,0.0,3.0,0.0,1.0,0.0,0.0,7.416666666666667,True,4.0,2.0,5.0,0.0,2.0,0.0,0.0,12.233333333333333,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.95,True,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.466666666666667,True,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.933333333333333,True,4.0,2.0,3.0,0.0,0.0,0.0,0.0,8.3,True
2011-12,Regular Season,0021100946,201959,Taj Gibson,2012-04-21T00:00:00,CHI vs. DAL,W,2,1,6,0,0,0,0,23.698333333333334,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.865,True,2.0,1.0,2.0,0.0,0.0,0.0,0.0,14.833333333333334,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7483333333333333,True,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.116666666666667,True,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.8333333333333335,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,True
2011-12,Regular Season,0021100946,2594,Kyle Korver,2012-04-21T00:00:00,CHI vs. DAL,W,11,4,10,3,5,0,0,17.55,3.0,1.0,2.0,1.0,2.0,0.0,0.0,6.933333333333334,True,8.0,3.0,8.0,2.0,3.0,0.0,0.0,10.616666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.0,1.0,2.0,1.0,2.0,0.0,0.0,6.933333333333334,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,8.0,3.0,8.0,2.0,3.0,0.0,0.0,10.616666666666667,True
2011-12,Regular Season,0021100946,200758,Ronnie Brewer,2012-04-21T00:00:00,CHI vs. DAL,W,4,1,2,0,0,2,2,5.733333333333333,4.0,1.0,2.0,0.0,0.0,2.0,2.0,5.733333333333333,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,4.0,1.0,2.0,0.0,0.0,2.0,2.0,5.733333333333333,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2011-12,Regular Season,0021100946,201600,Omer Asik,2012-04-21T00:00:00,CHI vs. DAL,W,0,0,0,0,0,0,0,3.4316666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4316666666666666,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7483333333333333,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.683333333333333,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2011-12,Regular Season,0021100934,201149,Joakim Noah,2012-04-19T00:00:00,CHI @ MIA,L,15,5,5,0,0,5,6,33.641666666666666,11.0,4.0,4.0,0.0,0.0,3.0,4.0,17.208333333333332,True,4.0,1.0,1.0,0.0,0.0,2.0,2.0,16.433333333333334,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,7.0,3.0,3.0,0.0,0.0,1.0,2.0,11.085,True,4.0,1.0,1.0,0.0,0.0,2.0,2.0,6.123333333333333,True,4.0,1.0,1.0,0.0,0.0,2.0,2.0,7.533333333333333,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,True
2011-12,Regular Season,0021100934,101249,John Lucas III,2012-04-19T00:00:00,CHI @ MIA,L,16,5,16,2,7,4,4,28.133333333333333,8.0,3.0,6.0,2.0,3.0,0.0,0.0,10.633333333333333,True,8.0,2.0,10.0,0.0,4.0,4.0,4.0,17.5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,True,8.0,3.0,6.0,2.0,3.0,0.0,0.0,8.133333333333333,True,4.0,1.0,4.0,0.0,1.0,2.0,2.0,5.5,True,4.0,1.0,6.0,0.0,3.0,2.0,2.0,12.0,True
2011-12,Regular Season,0021100934,2736,Luol Deng,2012-04-19T00:00:00,CHI @ MIA,L,11,5,15,0,4,1,4,39.75,8.0,4.0,9.0,0.0,2.0,0.0,0.0,20.483333333333334,True,3.0,1.0,6.0,0.0,2.0,1.0,4.0,19.266666666666666,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,8.0,4.0,6.0,0.0,1.0,0.0,0.0,12.0,True,0.0,0.0,3.0,0.0,1.0,0.0,0.0,8.483333333333333,True,2.0,1.0,4.0,0.0,1.0,0.0,2.0,12.0,True,1.0,0.0,2.0,0.0,1.0,1.0,2.0,7.266666666666667,True
2011-12,Regular Season,0021100934,201959,Taj Gibson,2012-04-19T00:00:00,CHI @ MIA,L,9,4,6,0,0,1,1,25.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.316666666666666,True,9.0,4.0,6.0,0.0,0.0,1.0,1.0,16.033333333333335,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8333333333333335,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.483333333333333,True,5.0,2.0,2.0,0.0,0.0,1.0,1.0,8.083333333333334,True,4.0,2.0,4.0,0.0,0.0,0.0,0.0,7.95,True
2011-12,Regular Season,0021100934,2430,Carlos Boozer,2012-04-19T00:00:00,CHI @ MIA,L,10,4,11,0,0,2,2,22.65,8.0,3.0,7.0,0.0,0.0,2.0,2.0,14.683333333333334,True,2.0,1.0,4.0,0.0,0.0,0.0,0.0,7.966666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6.0,3.0,4.0,0.0,0.0,0.0,0.0,9.166666666666666,True,2.0,0.0,3.0,0.0,0.0,2.0,2.0,5.516666666666667,True,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.9166666666666665,True,2.0,1.0,2.0,0.0,0.0,0.0,0.0,4.05,True
2011-12,Regular Season,0021100934,201228,C.J. Watson,2012-04-19T00:00:00,CHI @ MIA,L,2,0,3,0,1,2,2,19.866666666666667,0.0,0.0,3.0,0.0,1.0,0.0,0.0,13.366666666666667,True,2.0,0.0,0.0,0.0,0.0,2.0,2.0,6.5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,2.0,0.0,1.0,0.0,0.0,9.5,True,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.8666666666666667,True,2.0,0.0,0.0,0.0,0.0,2.0,2.0,6.5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2011-12,Regular Season,0021100934,1888,Richard Hamilton,2012-04-19T00:00:00,CHI @ MIA,L,6,1,6,0,2,4,5,27.533333333333335,2.0,1.0,4.0,0.0,2.0,0.0,0.0,14.466666666666667,True,4.0,0.0,2.0,0.0,0.0,4.0,5.0,13.066666666666666,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,4.0,0.0,2.0,0.0,0.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.466666666666667,True,4.0,0.0,2.0,0.0,0.0,4.0,5.0,10.05,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0166666666666666,True
2011-12,Regular Season,0021100934,200758,Ronnie Brewer,2012-04-19T00:00:00,CHI @ MIA,L,3,1,6,0,0,1,2,12.333333333333334,3.0,1.0,4.0,0.0,0.0,1.0,2.0,6.166666666666667,True,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.166666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.0,1.0,4.0,0.0,0.0,1.0,2.0,6.166666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,True,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.766666666666667,True
2011-12,Regular Season,0021100934,201600,Omer Asik,2012-04-19T00:00:00,CHI @ MIA,L,0,0,0,0,0,0,2,14.358333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.791666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.566666666666666,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.915,True,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.876666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.466666666666667,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,True
2011-12,Regular Season,0021100934,2594,Kyle Korver,2012-04-19T00:00:00,CHI @ MIA,L,0,0,2,0,2,0,0,16.383333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.883333333333334,True,0.0,0.0,2.0,0.0,2.0,0.0,0.0,9.5,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.883333333333334,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.55,True,0.0,0.0,2.0,0.0,2.0,0.0,0.0,7.95,True
2011-12,Regular Season,0021100919,1888,Richard Hamilton,2012-04-18T00:00:00,CHI @ CHA,W,22,9,13,4,5,0,0,24.0,12.0,5.0,5.0,2.0,2.0,0.0,0.0,12.0,True,10.0,4.0,8.0,2.0,3.0,0.0,0.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,12.0,5.0,5.0,2.0,2.0,0.0,0.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,10.0,4.0,8.0,2.0,3.0,0.0,0.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2011-12,Regular Season,0021100919,201600,Omer Asik,2012-04-18T00:00:00,CHI @ CHA,W,9,3,6,0,0,3,8,21.236666666666668,2.0,1.0,3.0,0.0,0.0,0.0,4.0,12.0,True,7.0,2.0,3.0,0.0,0.0,3.0,4.0,9.236666666666666,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,3.0,0.0,0.0,0.0,4.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,True,7.0,2.0,3.0,0.0,0.0,3.0,4.0,9.166666666666666,True
2011-12,Regular Season,0021100919,201959,Taj Gibson,2012-04-18T00:00:00,CHI @ CHA,W,9,3,9,0,0,3,4,26.67,5.0,2.0,4.0,0.0,0.0,1.0,2.0,14.6,True,4.0,1.0,5.0,0.0,0.0,2.0,2.0,12.07,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.6,True,4.0,2.0,4.0,0.0,0.0,0.0,0.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,True,4.0,1.0,5.0,0.0,0.0,2.0,2.0,12.0,True
2011-12,Regular Season,0021100919,2430,Carlos Boozer,2012-04-18T00:00:00,CHI @ CHA,W,10,5,12,0,0,0,0,21.33,6.0,3.0,6.0,0.0,0.0,0.0,0.0,9.4,True,4.0,2.0,6.0,0.0,0.0,0.0,0.0,11.93,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6.0,3.0,6.0,0.0,0.0,0.0,0.0,9.4,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,4.0,2.0,6.0,0.0,0.0,0.0,0.0,11.93,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2011-12,Regular Season,0021100919,201149,Joakim Noah,2012-04-18T00:00:00,CHI @ CHA,W,12,5,6,0,0,2,2,23.93,10.0,5.0,6.0,0.0,0.0,0.0,0.0,12.0,True,2.0,0.0,0.0,0.0,0.0,2.0,2.0,11.93,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,10.0,5.0,6.0,0.0,0.0,0.0,0.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,0.0,0.0,0.0,0.0,2.0,2.0,11.93,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2011-12,Regular Season,0021100919,101249,John Lucas III,2012-04-18T00:00:00,CHI @ CHA,W,12,5,11,2,4,0,0,26.6,5.0,2.0,6.0,1.0,2.0,0.0,0.0,14.6,True,7.0,3.0,5.0,1.0,2.0,0.0,0.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,True,5.0,2.0,6.0,1.0,2.0,0.0,0.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,7.0,3.0,5.0,1.0,2.0,0.0,0.0,12.0,True
2011-12,Regular Season,0021100919,201228,C.J. Watson,2012-04-18T00:00:00,CHI @ CHA,W,9,3,7,2,4,1,1,21.4,5.0,2.0,4.0,1.0,2.0,0.0,0.0,9.4,True,4.0,1.0,3.0,1.0,2.0,1.0,1.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.0,2.0,4.0,1.0,2.0,0.0,0.0,9.4,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,4.0,1.0,3.0,1.0,2.0,1.0,1.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2011-12,Regular Season,0021100919,200758,Ronnie Brewer,2012-04-18T00:00:00,CHI @ CHA,W,5,2,3,0,0,1,2,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,True,5.0,2.0,3.0,0.0,0.0,1.0,2.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,5.0,2.0,3.0,0.0,0.0,1.0,2.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
2011-12,Regular Season,0021100919,2594,Kyle Korver,2012-04-18T00:00:00,CHI @ CHA,W,7,3,8,1,6,0,0,19.133333333333333,4.0,2.0,5.0,0.0,3.0,0.0,0.0,12.0,True,3.0,1.0,3.0,1.0,3.0,0.0,0.0,7.133333333333334,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,4.0,2.0,5.0,0.0,3.0,0.0,0.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.0,1.0,3.0,1.0,3.0,0.0,0.0,7.133333333333334,True
2011-12,Regular Season,0021100919,202710,Jimmy Butler III,2012-04-18T00:00:00,CHI @ CHA,W,5,2,6,0,0,1,2,24.0,3.0,1.0,3.0,0.0,0.0,1.0,2.0,12.0,True,2.0,1.0,3.0,0.0,0.0,0.0,0.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.0,1.0,3.0,0.0,0.0,1.0,2.0,12.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,2.0,1.0,3.0,0.0,0.0,0.0,0.0,12.0,True
2011-12,Regular Season,0021100919,2229,Mike James,2012-04-18T00:00:00,CHI @ CHA,W,0,0,2,0,0,0,0,4.866666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.866666666666666,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.866666666666666,True
2011-12,Regular Season,0021100919,2243,Brian Scalabrine,2012-04-18T00:00:00,CHI @ CHA,W,0,0,0,0,0,0,0,2.8333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8333333333333335,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8333333333333335,True
2011-12,Regular Season,0021100907,201228,C.J. Watson,2012-04-16T00:00:00,CHI vs. WAS,L,17,6,15,3,6,2,2,35.361666666666665,3.0,1.0,2.0,1.0,1.0,0.0,0.0,12.461666666666666,True,14.0,5.0,13.0,2.0,5.0,2.0,2.0,22.9,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,True,3.0,1.0,1.0,1.0,1.0,0.0,0.0,2.4616666666666664,True,4.0,1.0,5.0,0.0,1.0,2.0,2.0,12.0,True,10.0,4.0,8.0,2.0,4.0,0.0,0.0,10.9,True
2011-12,Regular Season,0021100907,2430,Carlos Boozer,2012-04-16T00:00:00,CHI vs. WAS,L,16,6,15,0,0,4,6,33.785,9.0,3.0,6.0,0.0,0.0,3.0,4.0,16.3,True,7.0,3.0,9.0,0.0,0.0,1.0,2.0,17.485,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6.0,3.0,5.0,0.0,0.0,0.0,0.0,8.833333333333334,True,3.0,0.0,1.0,0.0,0.0,3.0,4.0,7.466666666666667,True,5.0,2.0,2.0,0.0,0.0,1.0,2.0,8.666666666666666,True,2.0,1.0,7.0,0.0,0.0,0.0,0.0,8.818333333333333,True
