loc_x,loc_y,shot_distance,shot_made,shot_type
32,6,3,False,2PT
-32,256,25,False,3PT
10,16,1,False,2PT
-17,12,2,False,2PT
0,7,0,True,2PT
135,200,24,False,3PT
9,9,1,True,2PT
-4,8,0,False,2PT
-180,168,24,True,3PT
-232,-6,23,True,3PT
99,268,28,False,3PT
16,247,24,True,3PT
-156,192,24,False,3PT
137,226,26,True,3PT
-11,1,1,True,2PT
-1,59,5,False,2PT
-222,111,24,False,3PT
-178,184,25,False,3PT
-211,177,27,False,3PT
-203,171,26,True,3PT
-99,236,25,True,3PT
176,214,27,False,3PT
-36,36,5,False,2PT
-159,225,27,True,3PT
-66,207,21,False,2PT
-5,285,28,False,3PT
-12,23,2,True,2PT
0,0,0,True,2PT
40,260,26,True,3PT
77,286,29,False,3PT
-124,222,25,True,3PT
-222,93,24,False,3PT
-233,-8,23,False,3PT
-31,3,3,False,2PT
-22,-2,2,True,2PT
-22,0,2,True,2PT
2,250,25,False,3PT
-2,11,1,True,2PT
91,242,25,False,3PT
230,16,23,False,3PT
-48,2,4,True,2PT
0,17,1,True,2PT
-228,127,26,False,3PT
26,22,3,True,2PT
-13,251,25,False,3PT
-98,226,24,False,3PT
-227,96,24,False,3PT
45,20,4,False,2PT
78,241,25,True,3PT
-233,6,23,False,3PT
5,-1,0,True,2PT
5,8,0,True,2PT
-233,16,23,False,3PT
-20,15,2,True,2PT
-47,262,26,True,3PT
-169,191,25,True,3PT
4,41,4,False,2PT
0,0,0,True,2PT
5,263,26,False,3PT
-10,54,5,True,2PT
2,20,2,True,2PT
34,28,4,False,2PT
-180,179,25,False,3PT
-23,18,2,False,2PT
4,11,1,True,2PT
214,125,24,False,3PT
-235,33,23,False,3PT
-233,91,25,False,3PT
-12,12,1,False,2PT
-223,115,25,False,3PT
50,20,5,False,2PT
82,248,26,True,3PT
-71,41,8,True,2PT
-229,26,23,False,3PT
-7,10,1,True,2PT
-6,46,4,True,2PT
93,242,25,False,3PT
-6,-1,0,True,2PT
2,8,0,True,2PT
211,146,25,False,3PT
-167,199,25,False,3PT
-239,20,23,False,3PT
222,17,22,True,3PT
-126,222,25,True,3PT
-4,8,0,False,2PT
-13,4,1,False,2PT
-230,-10,23,True,3PT
-238,25,23,False,3PT
-188,175,25,False,3PT
-169,195,25,True,3PT
0,2,0,True,2PT
-5,3,0,True,2PT
0,26,2,False,2PT
-2,6,0,True,2PT
88,250,26,False,3PT
-115,226,25,False,3PT
-29,21,3,True,2PT
15,-6,1,False,2PT
-223,-20,22,False,3PT
75,237,24,False,3PT
179,192,26,False,3PT
-115,215,24,False,3PT
-154,187,24,False,3PT
125,9,12,True,2PT
36,14,3,True,2PT
-224,-12,22,False,3PT
7,-7,0,True,2PT
-1,27,2,False,2PT
176,181,25,False,3PT
11,17,2,True,2PT
-13,259,25,False,3PT
-1,12,1,True,2PT
-112,272,29,False,3PT
-9,25,2,True,2PT
-13,22,2,False,2PT
82,246,25,False,3PT
1,25,2,True,2PT
16,1,1,True,2PT
