loc_x,loc_y,shot_distance,shot_made,shot_type
-142,3,14,False,2PT
-104,51,11,True,2PT
-12,38,3,False,2PT
17,71,7,True,2PT
179,204,27,False,3PT
33,14,3,True,2PT
-175,85,19,False,2PT
-169,201,26,False,3PT
89,243,25,True,3PT
-100,245,26,False,3PT
138,100,17,False,2PT
45,77,8,False,2PT
178,210,27,True,3PT
116,242,26,False,3PT
-36,310,31,False,3PT
-38,31,4,False,2PT
-17,80,8,False,2PT
-16,31,3,False,2PT
22,258,25,False,3PT
21,274,27,False,3PT
-159,199,25,False,3PT
-23,256,25,True,3PT
10,204,20,False,2PT
-234,-11,23,False,3PT
4,121,12,True,2PT
-113,56,12,False,2PT
7,5,0,True,2PT
169,193,25,False,3PT
80,249,26,True,3PT
28,23,3,False,2PT
-13,-1,1,True,2PT
-21,10,2,True,2PT
27,127,12,True,2PT
5,257,25,False,3PT
-15,15,2,False,2PT
-1,20,2,True,2PT
123,249,27,False,3PT
-194,151,24,True,3PT
-120,222,25,False,3PT
-181,169,24,True,3PT
58,105,11,True,2PT
146,267,30,False,3PT
25,17,3,True,2PT
107,82,13,False,2PT
-38,14,4,True,2PT
119,221,25,False,3PT
-25,12,2,True,2PT
42,8,4,True,2PT
-22,12,2,True,2PT
-89,254,26,True,3PT
-65,128,14,False,2PT
-147,267,30,False,3PT
-207,142,25,False,3PT
140,247,28,True,3PT
146,229,27,False,3PT
-216,136,25,True,3PT
-212,134,25,False,3PT
158,190,24,True,3PT
-136,221,25,False,3PT
-6,277,27,True,3PT
-2,147,14,False,2PT
-145,64,15,False,2PT
233,16,23,False,3PT
-237,55,24,True,3PT
-181,171,24,False,3PT
-212,134,25,True,3PT
-13,247,24,False,3PT
-154,185,24,True,3PT
-145,201,24,False,3PT
-235,-4,23,False,3PT
4,13,1,True,2PT
-2,41,4,False,2PT
-173,186,25,False,3PT
-180,189,26,False,3PT
-87,46,9,False,2PT
6,11,1,True,2PT
2,8,0,True,2PT
-194,172,25,True,3PT
9,14,1,True,2PT
233,5,23,False,3PT
13,-7,1,True,2PT
28,284,28,False,3PT
13,3,1,True,2PT
7,-7,0,True,2PT
-189,163,24,True,3PT
-214,6,21,True,2PT
-16,10,1,True,2PT
229,-16,22,True,3PT
170,195,25,False,3PT
11,22,2,True,2PT
234,-14,23,False,3PT
17,6,1,False,2PT
-36,256,25,False,3PT
118,238,26,False,3PT
-131,246,27,True,3PT
-1,16,1,True,2PT
-147,132,19,False,2PT
-194,207,28,True,3PT
-235,24,23,False,3PT
-117,290,31,False,3PT
-99,36,10,False,2PT
-5,25,2,False,2PT
3,85,8,True,2PT
54,99,11,True,2PT
-120,234,26,False,3PT
-77,253,26,True,3PT
-199,197,28,False,3PT
129,231,26,False,3PT
-186,193,26,True,3PT
-145,231,27,False,3PT
-5,15,1,False,2PT
94,249,26,False,3PT
-173,111,20,False,2PT
-147,206,25,False,3PT
42,47,6,True,2PT
-114,230,25,False,3PT
-120,106,16,False,2PT
-39,106,11,False,2PT
7,63,6,True,2PT
-29,37,4,True,2PT
221,43,22,True,3PT
61,257,26,False,3PT
-148,215,26,False,3PT
26,65,7,False,2PT
2,117,11,True,2PT
22,38,4,True,2PT
26,46,5,True,2PT
40,51,6,False,2PT
-5,59,5,True,2PT
-21,248,24,False,3PT
4,16,1,False,2PT
-7,25,2,False,2PT
-55,278,28,False,3PT
-66,167,17,False,2PT
5,32,3,True,2PT
40,92,10,True,2PT
-4,73,7,True,2PT
-130,236,26,True,3PT
36,28,4,False,2PT
32,20,3,False,2PT
-20,71,7,True,2PT
4,44,4,True,2PT
125,236,26,False,3PT
-31,25,3,False,2PT
-18,79,8,False,2PT
28,77,8,True,2PT
-2,25,2,True,2PT
142,250,28,False,3PT
-16,9,1,True,2PT
-118,222,25,False,3PT
229,105,25,False,3PT
-211,164,26,False,3PT
-23,15,2,True,2PT
-11,256,25,True,3PT
10,189,18,False,2PT
12,6,1,True,2PT
-12,13,1,True,2PT
-169,192,25,True,3PT
6,59,5,False,2PT
-137,216,25,False,3PT
20,17,2,False,2PT
-13,-2,1,False,2PT
-208,127,24,True,3PT
12,3,1,True,2PT
138,206,24,False,3PT
-74,101,12,True,2PT
207,139,24,False,3PT
-18,5,1,False,2PT
49,259,26,False,3PT
183,170,24,True,3PT
210,134,24,False,3PT
-201,170,26,False,3PT
161,194,25,True,3PT
-196,183,26,False,3PT
10,12,1,True,2PT
-145,208,25,True,3PT
175,226,28,True,3PT
-168,178,24,False,3PT
-243,36,24,True,3PT
157,281,32,False,3PT
81,27,8,True,2PT
-59,75,9,True,2PT
-240,-5,24,False,3PT
-6,268,26,False,3PT
22,7,2,False,2PT
7,79,7,True,2PT
6,13,1,True,2PT
6,8,1,True,2PT
119,239,26,True,3PT
-158,231,27,False,3PT
-50,21,5,False,2PT
210,172,27,False,3PT
-2,-8,0,True,2PT
98,253,27,False,3PT
23,78,8,False,2PT
-82,115,14,True,2PT
-173,244,29,True,3PT
-191,176,25,True,3PT
-55,98,11,False,2PT
34,3,3,False,2PT
-29,161,16,False,2PT
-80,289,29,False,3PT
-194,176,26,False,3PT
-72,206,21,True,2PT
1,70,7,True,2PT
-143,248,28,False,3PT
36,257,25,False,3PT
-172,204,26,False,3PT
-232,105,25,True,3PT
146,200,24,False,3PT
-5,9,1,True,2PT
2,8,0,True,2PT
-233,46,23,False,3PT
237,32,23,False,3PT
-20,-6,2,False,2PT
34,64,7,True,2PT
225,122,25,False,3PT
-81,245,25,True,3PT
-6,255,25,True,3PT
-7,3,0,False,2PT
-42,13,4,False,2PT
190,174,25,False,3PT
-114,153,19,True,2PT
-16,265,26,True,3PT
-42,88,9,False,2PT
-119,247,27,False,3PT
-18,5,1,True,2PT
-185,5,18,False,2PT
-5,21,2,True,2PT
-197,181,26,False,3PT
-21,18,2,True,2PT
91,247,26,True,3PT
-130,226,26,True,3PT
-191,117,22,False,2PT
-1,32,3,True,2PT
66,248,25,False,3PT
-18,142,14,False,2PT
6,13,1,False,2PT
113,235,26,True,3PT
-68,274,28,False,3PT
11,53,5,True,2PT
-150,197,24,True,3PT
-118,236,26,False,3PT
-18,26,3,True,2PT
180,188,26,False,3PT
1,269,26,False,3PT
110,243,26,False,3PT
-225,3,22,False,3PT
-145,9,14,True,2PT
-207,155,25,False,3PT
-60,106,12,False,2PT
-126,54,13,False,2PT
81,249,26,False,3PT
-99,256,27,True,3PT
174,175,24,True,3PT
-1,22,2,True,2PT
-94,237,25,False,3PT
-44,8,4,True,2PT
-4,50,5,False,2PT
224,116,25,False,3PT
7,-2,0,False,2PT
36,17,3,True,2PT
-201,127,23,False,3PT
-10,9,1,False,2PT
-205,190,27,False,3PT
