season,GAME_ID,GAME_DATE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_DISTANCE,SHOT_MADE_FLAG,family
2024-25,0022401212,20241213,Jump Shot,3PT Field Goal,Left Corner 3,23,0,Standard jumpers
2024-25,0022401212,20241213,Driving Layup Shot,2PT Field Goal,Restricted Area,0,0,Layups
2024-25,0022401212,20241213,Jump Shot,3PT Field Goal,Right Corner 3,24,1,Standard jumpers
2024-25,0022401212,20241213,Jump Shot,3PT Field Goal,Right Corner 3,22,0,Standard jumpers
2024-25,0022401212,20241213,Cutting Layup Shot,2PT Field Goal,Restricted Area,1,0,Layups
2024-25,0022401223,20241216,Running Layup Shot,2PT Field Goal,Restricted Area,2,0,Layups
2024-25,0022401223,20241216,Running Dunk Shot,2PT Field Goal,Restricted Area,1,1,Dunks
2024-25,0022401223,20241216,Jump Shot,3PT Field Goal,Above the Break 3,24,1,Standard jumpers
2024-25,0022401223,20241216,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),5,1,Layups
2024-25,0022401223,20241216,Jump Shot,3PT Field Goal,Above the Break 3,23,0,Standard jumpers
